reel_id,category,creator_popularity,audio_trendiness,avg_watch_length,production_quality
165,DIY,0.6841710559874103,0.30831260107315805,34.664273310216295,0.5580997631633471
166,Dance,0.5108933159159892,0.44646133844564234,22.969583786212723,0.9352134351762351
167,Fashion,0.4440714922145995,0.24209344432447383,39.79363887380373,0.9098263313160388
168,Education,0.8147617388408535,0.3977697691807562,27.796073031574423,0.5786577409850061
169,DIY,0.9139793186059337,0.7943390592021777,21.11638940161157,0.7540790532601762
170,Food,0.7022911327726917,0.4783483216857267,37.00675587985352,0.5518537168549946
171,Food,0.8456584007731953,0.3645184757104809,37.5145445008166,0.31265678681901216
172,DIY,0.9084205762614926,0.40372487819039765,46.50427944046089,0.9424852522461213
173,Food,0.4653562743822714,0.6497398139389564,28.75041749013003,0.36195279441020467
174,Food,0.3173724480213389,0.8631359351792964,42.39252706694539,0.6969106154534385
175,Sports,0.6285369557586274,0.20596043773346207,30.54615996608324,0.6515265334656518
176,Education,0.8949782205351836,0.17882061024039234,36.40040314953124,0.37716882548529185
177,Sports,0.4490038097747224,0.1242616659425518,45.127622758468554,0.3384500429445865
178,Food,0.8267731897791423,0.6861497366663707,35.3767458681508,0.3341487387828149
179,Comedy,0.858268679747558,0.10191145263631278,39.14778976163942,0.5941735797907437
180,Dance,0.6996278605796042,0.5103535021723034,42.282893152022645,0.5817572320788367
181,Education,0.8209978886243537,0.02435509866938316,41.78881069606669,0.7008765175280751
182,DIY,0.4691080710382995,0.26095392243854176,27.444197107330552,0.4275783729713606
183,Dance,0.8926088903500645,0.7663963672592433,44.85289215861653,0.632563916690363
184,Travel,0.43404191734869646,0.03249052380255338,30.984806133146037,0.7985290721458176
185,Fashion,0.6569211529230932,0.041189525696827864,26.866676904889445,0.5277680163076418
186,Fashion,0.9482934533402747,0.16718630299562331,32.470481537067315,0.5552542514421517
187,Travel,0.9954999906083123,0.4898171822915316,47.00809072872804,0.8620814974167932
188,Sports,0.6532161337074893,0.7912316843687407,27.15971021979179,0.4307956852754361
189,Dance,0.5451910519361668,0.2495660688755215,39.0465941115852,0.7600133122600713
190,Education,0.758355747193011,0.3323725201697428,29.810416417185877,0.36675332576484204
191,Education,0.19627448744899756,0.1399125622511435,50.335412241090275,0.4842019966270964
192,Dance,0.18334427421974459,0.9742412389468571,20.697802738933056,0.8828803247158512
193,Sports,0.2721533426382337,0.32340503339774945,21.220753571563193,0.773283964779317
194,Food,0.9814199803869539,0.8077926090127071,20.17079684827428,0.42961491824408915
195,Dance,0.5210596735339518,0.38048477094178024,30.29807478739546,0.5732460571927875
196,Fashion,0.7063493308221276,0.03622342233891405,35.037683605348505,0.9790675897369274
197,Sports,0.7533332234928924,0.5779892821618561,20.992896837961162,0.9402878981902201
198,Food,0.6764977590937722,0.39203448937670776,15.405721639657177,0.8322883210401975
199,Sports,0.802422983687986,0.421619781043944,27.77868013349459,0.9040777161028821
200,Education,0.3880653925783255,0.3432979578936509,41.29120158732924,0.3347892427240593
201,Travel,0.4805487820198593,0.6838004205620042,16.43756046658067,0.7164271551464635
202,Travel,0.9799328176746097,0.5851978270683855,24.59775336414753,0.37957199518332835
203,Education,0.767543512160882,0.5305474885722683,39.81911024428752,0.38121734019299003
204,DIY,0.8423187809587569,0.7893739695205766,30.157621834311374,0.5829436362836231
205,Education,0.9459782577183048,0.23547621758841702,32.50068873680491,0.5454312946692087
206,Sports,0.38129193089620583,0.6277622000139667,20.822819085553494,0.36833698578824864
207,Dance,0.7564171017127022,0.6869056311264524,34.30838866509254,0.38107142825346235
208,Fashion,0.7568163801727109,0.7613667464219048,34.44487920942001,0.79989756106786
209,Sports,0.8321073786436078,0.6305367984786414,38.824622335186724,0.9179044842011486
210,Travel,0.8131984034308136,0.0628660166185967,38.70912384857586,0.6587030297011489
211,Comedy,0.7468319322501578,0.5129805697871687,31.11918180600238,0.4658296470842326
212,Sports,0.29046535999148204,0.20120964973836722,37.17599333556742,0.6691026038398576
213,Comedy,0.714549369504173,0.46418543099812354,21.821459351602634,0.8919857710749022
214,Education,0.8186440147508152,0.35882747087707656,28.271025018952535,0.9614817942938321
215,Sports,0.7148085984498368,0.8902803534957648,37.65235972475796,0.34266143557502937
216,DIY,0.5719326362207918,0.2958641308247538,17.152977003683468,0.5794110776298012
217,Education,0.45176940873624116,0.8888399164681082,21.873375107838562,0.3771248896845659
218,Education,0.8897240200964615,0.93279349303849,26.484339817974977,0.5991422288209733
219,Food,0.6254648907860388,0.3943751724123798,36.30046690317379,0.6635009935371732
220,Travel,0.802563743051346,0.4899335505989906,35.297895873915564,0.8641572533380497
221,Dance,0.9392316202746925,0.09077615765036692,23.23163347407384,0.4124163437162425
222,Sports,0.5575014424597285,0.8209208045929011,33.09449545196975,0.6561483921758013
223,Dance,0.3429892926900703,0.26330195502876613,41.93606623589858,0.6331083158760262
224,Sports,0.8994816690820245,0.45494625703833896,42.1403042797066,0.8617724773994218
225,Food,0.2943852013356966,0.6387040108164046,17.540200460857587,0.9868712520116389
226,Dance,0.3173409232264949,0.2592200536208513,28.339295071933556,0.4930004348300836
227,Fashion,0.687175308215905,0.523210488995733,39.67564445318921,0.49601987038552564
228,Comedy,0.4949585391178934,0.20730497890272748,41.23538673255082,0.5125596189491972
229,Education,0.8662968382212078,0.3086773951224444,28.884398596512472,0.5445398849603118
230,Dance,0.624253228763939,0.39448135525998207,29.37777306613743,0.5415732809393682
231,Sports,0.42358380897976255,0.8238371856650474,38.47157181555431,0.4867159116514518
232,Fashion,0.7933751137090603,0.808768626805598,44.87878723510486,0.5131257690765219
233,DIY,0.3213790377122241,0.7130595914761866,28.178064240504266,0.843909936686644
234,Sports,0.6826355917839457,0.6076638391319098,20.017353600073097,0.5606761181979054
235,Sports,0.8850431797711513,0.45596576605095057,28.93163165606559,0.39765186872117225
236,Food,0.8091534935505315,0.2560848328417524,38.11054689400061,0.39530195790680417
237,Travel,0.3370820560284817,0.6730204865444813,12.77269475238214,0.41470767596019004
238,Music,0.721919970221713,0.5873626572902779,23.984102745651025,0.8704176483917816
239,Education,0.6667652438147492,0.5296819505090047,35.091531411650045,0.4268927199912978
240,Food,0.4427697070846793,0.6753054522179274,25.349629459927975,0.8002602982207883
241,Fashion,0.420571817375026,0.32806803204599555,29.658689334855847,0.6421140649073092
242,Education,0.7160441803204745,0.18446909365403083,33.78376792136317,0.37079033889717194
243,Food,0.7900054286881442,0.19073878769064484,31.77137824429541,0.7343564511597789
244,Music,0.7875092140395805,0.9190478876310944,29.53831190007022,0.6471488135921688
245,Sports,0.3676416767775392,0.49483379566453234,26.64855637085168,0.7551791987645915
246,Comedy,0.2979890057990989,0.3134217876085849,40.46045207844314,0.6072459159084433
247,Sports,0.725745880105699,0.1232509015661485,41.976298747460746,0.9476780640627833
248,Sports,0.8676675068803925,0.9364223711604135,41.6691308755846,0.9580991332367337
249,Fashion,0.7938832439833583,0.9293346186324408,40.96897845698753,0.8236741939144108
250,Travel,0.7485661748551399,0.41827561960249976,40.69637200369543,0.7168093199968922
251,Food,0.5820598162425538,0.4933788079622918,25.908871454659785,0.5342617609472974
252,Comedy,0.9022917237354356,0.53256983299392,31.72977531917629,0.8593129610816916
253,Education,0.7036735489187216,0.8229199521685298,47.84801313290171,0.4520924481091905
254,Dance,0.35453348356238157,0.7857043504607654,21.31187287907795,0.4376413038463425
255,Food,0.8948529270850859,0.25019895621142024,24.577914279520844,0.4960900586345851
256,Music,0.590230001787056,0.3295711104439772,30.874358627412725,0.4680178968304118
257,Food,0.8265004062336313,0.3125739975791496,27.36952168895959,0.5753427196371965
258,Education,0.4373156347765707,0.8277959350745384,41.699393448697364,0.37838982101034574
259,Education,0.7231638601710242,0.4726237727436361,28.59927811440777,0.6629921145315616
260,Fashion,0.669087023920494,0.7154225109086345,26.97128673831927,0.882035386837005
261,Education,0.6659942367922981,0.6828925956355842,24.217539825342254,0.4591702065654346
262,Music,0.7773479408771261,0.2999365657166121,30.08845923928715,0.5441843854904854
263,Fashion,0.8430252848679988,0.6469102878131503,28.575115715881214,0.9892883563282728
264,DIY,0.6009501607302076,0.32017198134954916,30.07139517230441,0.6987289300862218
265,Travel,0.5790860702141097,0.7305903064973015,30.717588066769906,0.6406303549371315
266,Food,0.9391304953772142,0.6476680339365857,31.342784061117165,0.5893823106199187
267,Comedy,0.46099122884440374,0.44850958357940457,35.5760359099184,0.634558159786595
268,Food,0.6147867754550188,0.7894733890175875,28.664208152560263,0.9477172643784202
269,Music,0.9417293496420058,0.8288303977062718,43.68150899860942,0.4305242610782215
270,DIY,0.6912025459338629,0.3631428100211452,25.698718370870065,0.7115889303623184
271,Dance,0.42858032557301673,0.2484817577690002,39.884359484878715,0.8076310356539469
272,Dance,0.5395396136643797,0.5205236800589357,35.81141327890792,0.790406414806174
273,Music,0.34449350546280716,0.59995167303162,32.19368087249564,0.41407225234594197
274,Music,0.6311278877380223,0.2952668740489615,28.59878123665414,0.8115324257887941
275,DIY,0.20799240929961466,0.4578555466993867,29.394341364947188,0.97393460419063
276,Travel,0.5920257944317893,0.8096915365882221,32.767607167886965,0.6442760268875634
277,Dance,0.4472588280877333,0.7032642749198228,45.889263820275474,0.5769855902659529
278,Education,0.4992402481412646,0.913085397463044,42.31725111112532,0.9907788853147996
279,Comedy,0.6283068289741951,0.6771282012769315,23.21597807808788,0.8250802486897186
280,Music,0.60953083866855,0.7199214957133788,38.777221227450745,0.8495707257920613
281,Food,0.6056293697788729,0.6192858601120329,28.528805616335102,0.40857686116572245
282,Music,0.08436273449195004,0.41498633251186556,32.27189984543196,0.44450363577469976
283,Fashion,0.37390667975108693,0.1700975535860249,41.36056235876802,0.9179896290312941
284,Comedy,0.8091786163331374,0.32668942998847067,29.470933200894304,0.5319627610344487
285,Music,0.24971560544352817,0.22680365145560233,35.52847935487118,0.5851215324153922
286,Education,0.8021372952690013,0.7177100923101098,38.419626827833525,0.4006726493644627
287,Comedy,0.23583296053530164,0.4446458846287184,29.043516546892334,0.5780508944730366
288,Food,0.283484656521281,0.6450521974679684,24.043073505487257,0.5663698575365116
289,Education,0.9148817087177964,0.36901859483716615,33.95406059072943,0.31451344201586134
290,Education,0.4255458500991515,0.32986505299338603,31.175099556128767,0.6737789314687488
291,Fashion,0.7438819953032889,0.5007554607053194,23.723348835703376,0.9561364444264586
292,DIY,0.8222388124854375,0.44098700468547164,44.11470919839048,0.5712781307114818
293,Education,0.5561425466260993,0.710362162908837,48.34289454785771,0.6976681882465936
294,Sports,0.4046741825708833,0.8596550825934236,39.484384985820824,0.7483600571723301
295,Comedy,0.20671612343839804,0.5852358062433645,22.22849238989504,0.4716880885782885
296,Dance,0.29957380168946157,0.4589988311769386,42.80092422322337,0.3039736856684878
297,DIY,0.5421355249716697,0.7618403928579363,31.08466540538569,0.8720129809495312
298,Education,0.9052345209673593,0.4813480901061443,26.467997781012528,0.8176859281003912
299,Comedy,0.9463941019053447,0.37162218257933927,23.77420535473204,0.7457320233650144
