user_id,age,region,device,primary_interest,secondary_interest_1,secondary_interest_2,creator_affinity,avg_session_minutes
34,32,NA,Web,Food,Music,Comedy,0.29502169847646276,9.550632807686046
35,37,APAC,Android,Travel,Dance,Food,0.8313136318951411,20.47829616139908
36,27,APAC,Android,DIY,Food,Travel,0.4250521390991064,11.640279093609372
37,21,EMEA,iOS,Fashion,Travel,Comedy,0.7561718584480148,2.226550124880676
38,21,NA,iOS,Sports,Education,Travel,0.9280717393041591,9.41493774760584
39,33,NA,Android,Fashion,Sports,Music,0.3448078805361379,13.87610140533524
40,33,EMEA,iOS,Travel,Comedy,Education,0.5142862708809335,8.691377788371506
41,32,NA,Android,Fashion,DIY,Food,0.717695030458853,4.517063869877404
42,22,APAC,Android,Fashion,Food,Education,0.5357268742476009,16.389268159601368
43,29,LATAM,iOS,Sports,Fashion,DIY,0.33985515329977223,6.714711404913764
44,28,EMEA,Android,Comedy,Education,Travel,0.2232572913350376,12.412864322293107
45,29,APAC,Web,Fashion,Comedy,DIY,0.5252785149615704,9.235755481281036
46,34,LATAM,Android,Dance,Education,Food,0.7193672212655364,6.519995144085736
47,29,NA,iOS,DIY,Dance,Travel,0.659187366521991,30.400012176550653
48,33,EMEA,Android,DIY,Comedy,Dance,0.32499299180851393,5.963782529186879
49,28,EMEA,Android,Fashion,Travel,DIY,0.5605547550939094,9.799830948577567
50,30,LATAM,Android,Education,Fashion,Food,0.49557683694500226,9.214742993923188
51,33,EMEA,Android,Food,Fashion,DIY,0.41936192183471993,10.579237190875393
52,16,APAC,Android,Music,Education,Travel,0.7834169950883114,28.9802140590364
53,25,LATAM,iOS,Fashion,Travel,Food,0.4477216240217475,13.88814304012135
54,24,NA,iOS,Sports,DIY,Comedy,0.6321135618664233,6.471362036516269
55,22,LATAM,iOS,Music,Food,Dance,0.9385788282156933,23.403913187500983
56,25,LATAM,Android,Music,Food,Comedy,0.631420785802866,15.528864047312146
57,39,NA,Android,Dance,DIY,Comedy,0.6936183281284487,6.570229040266828
58,21,NA,Android,DIY,Comedy,Sports,0.25859678893404114,21.137583267269488
59,35,EMEA,iOS,Food,Music,Dance,0.34250731499338904,2.9219119852732645
60,14,NA,Android,Education,Fashion,DIY,0.2807609594384908,3.701054569856428
61,25,APAC,Web,DIY,Sports,Music,0.8118503586846721,2.0781862884943987
62,29,NA,iOS,Food,Music,Sports,0.8687368647334739,1.2268943042294609
63,32,NA,Android,Sports,Music,Comedy,0.34916423455566215,20.169909983161098
64,33,EMEA,Android,Dance,Sports,Comedy,0.37541740073847285,10.67344788596525
65,34,APAC,Android,Music,Food,Fashion,0.4585658315942263,2.2812022711493936
66,25,NA,iOS,Travel,Dance,Sports,0.6728620935630684,9.041254900986457
67,24,NA,Android,Fashion,Education,Food,0.6974369550400157,16.95437960595073
68,34,NA,Web,Comedy,DIY,Fashion,0.7494031668331662,5.147128437432222
69,26,LATAM,Android,Comedy,DIY,Education,0.92415420497077,7.305750081157405
70,17,LATAM,Web,Music,Sports,Food,0.43603211239723055,31.311899553574563
71,18,NA,Web,Sports,Fashion,Dance,0.7270071913654206,7.820222365237813
72,20,NA,iOS,Education,Sports,Comedy,0.6477782766221538,2.473833184152183
73,31,LATAM,Android,DIY,Music,Comedy,0.4446697923300537,6.165712514340381
74,29,APAC,Android,Travel,Comedy,Sports,0.9259321492749388,2.1250215685906304
75,33,EMEA,Web,Fashion,Education,Sports,0.27638672956737403,14.664931864016378
76,24,LATAM,iOS,Education,Food,Dance,0.7696008214656411,4.560763438252769
77,29,NA,iOS,Fashion,Comedy,Dance,0.7822989704180816,4.4386823755798
78,33,NA,Android,Dance,DIY,Food,0.9322612221519693,33.12695300454355
79,25,NA,iOS,Travel,DIY,Sports,0.6148644738810829,3.3443600592893103
80,31,EMEA,Android,Sports,Comedy,DIY,0.4572978705753967,2.8095801375080036
81,22,APAC,iOS,Food,Comedy,Sports,0.8621925358880165,3.874710182213619
82,25,APAC,Web,DIY,Travel,Education,0.8166482254659142,17.30872817701626
83,24,APAC,Android,DIY,Comedy,Travel,0.6002524915355762,13.38133459390793
84,18,APAC,iOS,Music,Fashion,Dance,0.8142859005070489,6.102321859833209
85,31,APAC,Android,Sports,Dance,Music,0.41430048166180866,5.665445994324107
86,24,NA,iOS,Travel,Education,Fashion,0.6716050643227743,12.684702960079523
87,28,NA,Android,Food,Sports,Education,0.8921467638303004,10.964351702192552
88,31,NA,Android,Dance,DIY,Music,0.45438760369321,8.207851977126992
89,31,EMEA,Android,Travel,Music,Fashion,0.5868399859445945,13.699772863358815
90,33,NA,iOS,Dance,Fashion,DIY,0.9608358833383115,3.6473546655942357
91,27,APAC,iOS,Music,DIY,Travel,0.8385694735773894,4.626935626519407
92,24,EMEA,Android,DIY,Comedy,Food,0.9096312162644422,14.193270459564339
93,27,LATAM,Android,Comedy,Travel,Dance,0.5081976487123572,11.6008234794447
94,14,NA,Android,Travel,Sports,Comedy,0.9972042077076471,9.510486428488058
95,16,NA,iOS,Comedy,Music,Travel,0.3220524837470504,32.38191569900862
96,17,NA,iOS,Comedy,Fashion,DIY,0.6150164665730472,15.789103199568268
97,20,APAC,Android,Travel,Sports,Comedy,0.5834187058369995,6.24921972570228
98,31,EMEA,iOS,Education,Fashion,Food,0.8387457526401076,4.975195914562837
99,20,EMEA,iOS,Education,Fashion,Food,0.9268942180120097,11.989953809524895
100,24,NA,Web,Travel,Comedy,Fashion,0.7849115015264478,20.128788668014323
101,38,LATAM,iOS,Food,Sports,Comedy,0.7014529889042422,1.8036737954897828
102,25,LATAM,Android,Education,Food,Fashion,0.541943352678803,11.389148295303498
103,33,EMEA,iOS,Dance,Sports,Music,0.6082607336605874,7.212538228242728
104,20,EMEA,Android,Education,Travel,Music,0.6074402505798575,10.671015043493895
105,26,NA,Android,Music,Education,Food,0.21629477894750215,2.6195866821485607
106,20,APAC,Android,Dance,Comedy,Fashion,0.6024366438621422,20.11929670684314
107,25,NA,iOS,Travel,Sports,Education,0.8847766401393,23.733056190869565
108,34,APAC,Android,Music,Comedy,Travel,0.7674192089137986,14.825624929096197
109,14,NA,Android,DIY,Travel,Sports,0.8365668977000038,26.86118929772959
110,31,NA,iOS,DIY,Music,Travel,0.5123879918148169,6.937886411079587
111,29,APAC,iOS,Travel,Comedy,Fashion,0.6231785895303665,11.199691991191493
112,23,NA,iOS,DIY,Fashion,Education,0.22678685519768038,14.975341950460297
113,16,LATAM,Web,Sports,Music,Food,0.5063983537354748,12.100885480064425
114,28,LATAM,Android,DIY,Education,Food,0.5795328359141152,7.641032588111395
115,23,NA,Android,DIY,Comedy,Dance,0.40416711967926533,8.274683445056496
116,29,EMEA,Android,Fashion,Education,Music,0.22499278319251986,22.352554547328864
117,28,APAC,Android,Music,Sports,Education,0.7523264870231616,9.161604743673411
118,40,APAC,Android,Education,Music,Travel,0.5480702006790745,19.376113123480796
119,26,NA,iOS,Fashion,Music,DIY,0.5325425544897874,8.814256844353656
120,19,LATAM,Android,Education,Dance,Comedy,0.3999894032228071,19.29985824768081
121,29,NA,iOS,Education,Sports,Travel,0.6302643191984136,9.891160131674933
122,29,NA,Android,Comedy,Food,Sports,0.5504214250165852,14.141358018680144
123,38,NA,Android,Travel,Comedy,Education,0.5791875784232727,5.495617444793613
124,34,APAC,iOS,Comedy,Education,Sports,0.6646970787491056,11.182501097657907
125,30,APAC,Android,Music,Fashion,Comedy,0.2050597177917883,5.561839084672346
126,39,EMEA,iOS,Education,Comedy,Travel,0.9261567228307381,6.806282642463457
127,18,LATAM,Web,Education,Dance,DIY,0.25686991755606503,7.240839404793771
128,22,LATAM,Web,Education,Travel,Food,0.5607397978527957,8.168757349090273
129,20,LATAM,Web,DIY,Comedy,Travel,0.36589830019150515,17.851489221280698
130,24,LATAM,iOS,Fashion,Comedy,Dance,0.6190258954959003,6.604094227043117
131,16,LATAM,iOS,Food,Comedy,DIY,0.42418408703771027,10.382623736878465
132,33,NA,iOS,Education,Music,Food,0.8880051984500832,19.340498274064213
133,26,NA,iOS,Food,Dance,Travel,0.5170878671699362,13.941274738469595
134,16,APAC,iOS,Fashion,Music,Dance,0.7110044446147499,1.8440029462319332
135,19,LATAM,iOS,Comedy,Food,Dance,0.3991037825183032,2.551057812050181
136,30,APAC,Web,Sports,Education,Comedy,0.215524920395214,12.258752549014144
137,34,NA,iOS,DIY,Food,Fashion,0.5233236284906209,6.34600980603918
138,43,EMEA,iOS,Sports,Music,DIY,0.6291891916466321,2.2169689867386273
139,51,NA,Android,Food,Comedy,Fashion,0.5676377210094002,5.986959582432601
140,31,NA,Android,Comedy,Food,DIY,0.9696114910550879,12.57929539321747
141,20,NA,Android,Music,DIY,Sports,0.7654713390768226,7.1793424288597
142,13,NA,Android,Fashion,Education,Travel,0.9965358405003162,9.677267003360829
143,30,APAC,Android,Sports,Fashion,Comedy,0.4360480722511776,7.679757440886256
144,21,NA,Android,Sports,Travel,Comedy,0.8312426236857173,5.337303374510604
145,24,EMEA,Android,Education,Food,Fashion,0.6444467740372911,11.029787787294087
146,23,LATAM,Android,Food,Comedy,Sports,0.6894082835587996,1.9865987632468238
147,26,LATAM,iOS,DIY,Travel,Sports,0.9886825603538623,4.798234693290185
148,36,LATAM,iOS,Sports,Education,Fashion,0.7231897598008936,15.749087484024265
149,29,NA,Android,Dance,Sports,Fashion,0.9190535138695344,2.630229836440961
150,26,APAC,iOS,DIY,Travel,Sports,0.7806001877753976,9.329045751501766
151,19,APAC,Android,Music,Dance,Fashion,0.3019088973798001,6.752324658177574
152,14,EMEA,iOS,Fashion,Sports,Comedy,0.7595389682578502,6.262581863734664
153,24,LATAM,iOS,Education,Comedy,DIY,0.5874524709483856,16.762328974947355
154,27,NA,iOS,Fashion,Travel,Sports,0.935038394385874,18.973870094859798
155,42,APAC,Android,Education,Comedy,DIY,0.8454675577523643,3.8662499001130035
156,29,NA,iOS,Music,Education,Travel,0.2833077500857802,8.21876493017031
157,35,NA,Android,Food,Education,Travel,0.30713251492284677,1.4679396223947958
158,24,NA,Android,DIY,Comedy,Food,0.2556888014388845,16.136296373612737
159,18,EMEA,iOS,Fashion,Music,Sports,0.5945958997956939,8.977790480532962
160,20,EMEA,Android,DIY,Dance,Music,0.26461740736588246,2.458776274018584
161,22,EMEA,iOS,Food,DIY,Music,0.7789426692597552,4.994282105731765
162,45,EMEA,iOS,Sports,Fashion,Travel,0.6418868651603462,3.567598741756539
163,21,NA,Android,Travel,DIY,Music,0.8687080140425139,4.75883138891146
164,34,APAC,Web,DIY,Dance,Food,0.42383663093705304,1.6288761334863897
165,20,LATAM,iOS,Comedy,Fashion,Music,0.6153126273289127,22.197953846325163
166,35,EMEA,Android,Dance,Travel,Sports,0.2939837487284355,3.9968591928884263
167,31,NA,iOS,Music,Education,Dance,0.9076880021202245,9.312856860137899
168,26,APAC,Android,Sports,Fashion,Comedy,0.34000396983187064,12.499885360985093
169,27,NA,Android,Dance,Sports,DIY,0.281889801080324,18.991629593689495
170,22,NA,Android,Dance,Food,Travel,0.3640404788185467,9.547946953108246
171,31,LATAM,Android,DIY,Travel,Comedy,0.8449851909783852,7.591261793014105
172,24,NA,iOS,Travel,Sports,Fashion,0.28465162214774625,9.840020240109675
173,18,NA,Android,Comedy,DIY,Food,0.6915419958705328,3.8470073185504647
174,17,EMEA,Android,Music,Education,Dance,0.7969450404921006,4.126068404069118
175,29,LATAM,Android,Dance,Sports,Food,0.800864928386297,7.458011674054397
176,40,APAC,iOS,Education,Music,Travel,0.35204870928650495,1.051611796669862
177,29,NA,iOS,Food,Dance,Music,0.2492991987020896,5.430413454300767
178,27,EMEA,iOS,Education,Dance,Travel,0.5590451070177741,6.433095972122023
179,30,LATAM,iOS,Comedy,Education,Dance,0.3619882761956369,29.46134020214011
180,38,EMEA,iOS,Travel,Education,DIY,0.7594166472111505,20.61191284235523
181,29,EMEA,iOS,Comedy,Dance,Music,0.48535423972433683,12.46852252359223
182,24,LATAM,Android,Travel,DIY,Fashion,0.5594831528265056,16.405959844203217
183,36,APAC,iOS,Fashion,Food,Music,0.29078794648136946,4.095762992538289
184,31,NA,Android,DIY,Food,Dance,0.6540402292385534,10.031189510678658
185,40,NA,Android,Travel,Food,Fashion,0.34841935170552585,15.074820016233888
186,29,EMEA,Android,Sports,Education,Music,0.7431885287319497,4.12823675916754
187,18,APAC,Android,Fashion,Sports,Dance,0.25693505803831496,2.5583603262125507
188,17,NA,Android,Dance,Travel,Sports,0.9807156738250586,11.57316126283898
189,41,LATAM,Android,Education,Music,Food,0.7476215828686494,2.84528509005297
190,41,APAC,Web,Travel,Sports,Food,0.345383654249541,13.262282185981743
191,26,EMEA,Android,Comedy,Dance,DIY,0.21127571636948464,18.779087499567634
192,24,APAC,Android,Education,Fashion,Dance,0.467570313764175,4.2434070632161305
193,39,LATAM,Android,Education,Fashion,Comedy,0.32225061124176596,4.529547661300163
194,19,EMEA,Android,Music,DIY,Travel,0.3747290664956368,18.41832093658124
195,20,NA,iOS,Education,Sports,Dance,0.8982002067503116,9.585317692569044
196,33,APAC,Android,Education,Music,Comedy,0.6825637280406796,16.82918497416741
197,24,LATAM,Android,DIY,Comedy,Dance,0.3411661224231196,7.667020962137757
198,27,EMEA,Web,Dance,Comedy,Education,0.6453275205499591,8.107086354144611
199,26,LATAM,Android,Fashion,Food,Sports,0.4046245227399946,9.405762292186328
200,30,EMEA,Android,Food,Travel,Music,0.9809606914864715,25.704250839896847
201,39,EMEA,Web,Fashion,Food,DIY,0.22620578421095622,15.966800512706747
202,28,LATAM,Android,Fashion,Music,Food,0.7858547377342522,5.285054592035248
203,33,APAC,iOS,Fashion,Sports,Food,0.8183976209531418,10.552683837004576
204,13,LATAM,iOS,Food,Travel,DIY,0.25373021116616024,7.266787963273044
205,27,EMEA,iOS,Sports,Music,Education,0.3374954913850813,6.262492761067831
206,21,NA,iOS,Food,Travel,Music,0.507445327283166,13.009975243496314
207,18,LATAM,iOS,Music,Fashion,Travel,0.8945238612232542,11.251002917991817
208,20,LATAM,Android,Music,Education,Food,0.6295999507347996,4.285817186547368
209,25,NA,Android,Education,Music,Dance,0.7242454800058324,9.422792932264596
210,35,NA,iOS,Education,Fashion,Dance,0.8264102683654742,6.111521916493032
211,17,EMEA,Android,Fashion,Sports,Music,0.862498230670016,12.452460107720578
212,28,EMEA,iOS,Comedy,DIY,Dance,0.5810276344669449,5.898764148440909
213,24,EMEA,Web,DIY,Dance,Comedy,0.6070345110187851,8.143933825372908
214,25,NA,iOS,Comedy,Fashion,Dance,0.7744046856702236,6.398313523638992
215,36,NA,Android,Travel,DIY,Dance,0.41067388698850116,1.9137671087186363
216,32,NA,iOS,Dance,Comedy,Travel,0.8835917890924196,24.891128054888867
217,38,EMEA,Android,Music,Comedy,Travel,0.21662945958067326,9.348022046479533
218,26,APAC,iOS,DIY,Fashion,Music,0.35661728176777974,25.446583995548423
219,22,NA,Android,Food,Travel,DIY,0.8401599544292027,9.655492485584766
220,26,EMEA,iOS,Dance,Education,Sports,0.4722065695141378,14.620577278270622
221,29,NA,Web,Food,Education,DIY,0.3198662661538448,5.573107066446246
222,29,NA,Android,Music,Sports,Comedy,0.3494038045691227,5.686034853975918
223,19,NA,Android,Travel,Fashion,Music,0.6246051215488557,8.974333287470609
224,28,NA,Android,Food,Music,Comedy,0.8769452234759902,25.30088463309109
225,29,EMEA,Web,Travel,Fashion,Comedy,0.2565205726168885,4.414856120315098
226,48,APAC,iOS,DIY,Food,Fashion,0.22438472729971953,1.461792442072739
227,43,NA,iOS,Dance,DIY,Sports,0.5721345086694745,18.13995199889248
228,21,LATAM,iOS,Comedy,Dance,Sports,0.9649499320429078,15.226937052170362
229,25,EMEA,iOS,Food,DIY,Travel,0.42320784273130113,6.6825460335612945
230,16,APAC,Android,DIY,Music,Dance,0.9673364312536388,31.659748931577273
231,23,EMEA,Web,Travel,Sports,DIY,0.9101449412720011,32.5291406922119
232,30,NA,Web,Music,Comedy,Fashion,0.42650806111000894,1.7770324017167216
233,37,EMEA,Android,Education,Travel,Food,0.8535584514049175,5.468328792878962
234,22,NA,Android,Travel,Sports,Dance,0.7486938420550551,8.927341821017722
235,22,APAC,Android,Comedy,DIY,Food,0.6094579111238058,12.220642562569298
236,13,LATAM,Web,Fashion,Music,Education,0.5383329144342999,10.986501568325515
237,26,EMEA,iOS,Dance,Music,Education,0.8524022047403654,9.322598616537062
238,19,NA,Android,Education,Sports,Comedy,0.834463546156017,3.8607151167035947
239,23,LATAM,Android,Dance,Fashion,Comedy,0.8055490687540474,13.28086322001083
240,20,APAC,iOS,Food,Dance,Comedy,0.9986047609722368,13.79555676511886
241,27,EMEA,iOS,Food,Music,Comedy,0.5828099687531072,17.30870287593317
242,13,LATAM,Web,Dance,Sports,Food,0.8455383822559328,3.3989970981886315
243,16,APAC,Web,Food,DIY,Fashion,0.8899826935867827,7.91192733714067
244,45,APAC,Web,Music,Dance,Fashion,0.36928206516294715,6.4322013772064635
245,17,NA,Android,Fashion,Food,Music,0.2336531536424488,3.3420442844116534
246,19,LATAM,iOS,Sports,Travel,Education,0.5237987217508637,7.818559589821751
247,42,LATAM,iOS,Education,Fashion,Dance,0.8853893475494208,4.031105578482242
248,51,EMEA,Android,Dance,Sports,Education,0.4312826249556082,2.8585836400312554
249,18,NA,Android,Dance,Fashion,Education,0.7600081232539393,15.358210923396276
250,25,NA,Android,Food,Travel,Sports,0.20587851125141016,6.654876368089911
251,30,APAC,Android,Sports,Comedy,Music,0.4842915458561902,5.256131205043256
252,41,APAC,iOS,Education,Comedy,Music,0.692413355806521,20.125160058556894
253,20,APAC,Android,Music,Sports,Comedy,0.3038057520578695,14.075310666342327
254,26,APAC,iOS,Dance,Comedy,Sports,0.9172855297179472,1.294204582689737
255,34,EMEA,iOS,Dance,Sports,Education,0.3250191816936634,12.275983718685461
256,31,EMEA,iOS,Dance,Fashion,Comedy,0.9278348360031958,12.235841465149825
257,24,EMEA,iOS,Food,Dance,Sports,0.37311144694637977,7.576110278426194
258,26,LATAM,Android,DIY,Food,Music,0.9954229391326728,7.361561004833677
259,17,LATAM,iOS,Music,Comedy,Dance,0.6837989706364727,2.149312775244626
260,26,NA,iOS,DIY,Fashion,Dance,0.26747591555064903,31.429856856980972
261,25,EMEA,Android,Fashion,Sports,Music,0.2522217875829279,7.7959198925810815
262,29,NA,Android,Fashion,Sports,Dance,0.25993735700757503,11.82071767201824
263,23,NA,iOS,Sports,Music,DIY,0.6719141978327615,8.121921562072728
264,31,EMEA,iOS,Comedy,Sports,DIY,0.8476633618619083,5.327409446738459
265,36,LATAM,iOS,Sports,Comedy,Dance,0.5223701934164047,16.152341818304702
266,29,NA,Android,Dance,Food,Travel,0.5558686074254895,10.326706977129568
267,30,APAC,iOS,Food,Comedy,Travel,0.6714301629317024,7.845384889207833
268,28,APAC,iOS,Sports,Food,Music,0.6264324838290847,11.73322677050541
269,28,NA,iOS,Fashion,Food,Music,0.7504493864810162,8.685870135467706
270,22,NA,Android,Dance,Comedy,Music,0.5774285761304212,26.55970948220446
271,30,NA,iOS,Travel,Comedy,DIY,0.7710885480512542,15.790377542024785
272,27,EMEA,Android,Food,Comedy,Dance,0.9978485940373074,13.072497353780934
273,44,APAC,iOS,Music,Travel,Sports,0.48023827379901196,2.413502244862647
274,40,NA,Android,Sports,DIY,Food,0.20977237033228066,13.383107617384837
275,31,EMEA,iOS,Music,Education,DIY,0.30050003644132384,13.15798104337068
276,21,NA,iOS,Food,Music,Education,0.6428113479895631,4.093380493762113
277,19,LATAM,iOS,Fashion,Dance,Travel,0.47540622971572166,2.359438715902675
278,37,APAC,Android,Music,Dance,DIY,0.9519860749639941,15.362206936958902
279,30,NA,Android,Education,Dance,Sports,0.7019568720859064,16.652414643456083
280,31,NA,iOS,Travel,Music,Education,0.6162841487723744,5.709650370861567
281,14,LATAM,iOS,Music,Education,Food,0.8384316010176149,5.50614713276229
282,35,EMEA,Web,Fashion,DIY,Travel,0.40687189683927616,10.20129307947007
283,31,APAC,Android,Fashion,Music,Dance,0.8557908322258878,6.638197288555742
284,19,APAC,iOS,Fashion,Music,Education,0.20244888389127436,2.3086249541501145
285,24,NA,iOS,Sports,Dance,Education,0.6957418897085741,4.05346742967485
286,30,NA,Android,Food,Music,Comedy,0.9478057208366233,11.524044641368409
287,28,EMEA,Android,DIY,Music,Comedy,0.8302879616270962,4.25219100983782
288,25,NA,Android,Travel,Music,Dance,0.8829073537178875,17.208709153401006
289,27,APAC,Web,Food,DIY,Travel,0.5175637561372004,13.013971717786731
290,25,EMEA,Android,Comedy,Dance,Music,0.8593911568801011,11.845467361604221
291,29,NA,iOS,Fashion,Comedy,Education,0.6406653320242133,10.050644020139854
292,39,APAC,Android,Dance,Education,Travel,0.6948321892025591,5.134402129368084
293,13,NA,iOS,Sports,Music,Education,0.2471322714686428,14.237773313266684
294,26,LATAM,iOS,DIY,Food,Dance,0.3612413577395137,5.0158086203965
295,29,EMEA,iOS,DIY,Food,Fashion,0.6407715324108421,17.843277931902602
296,30,LATAM,iOS,Education,Travel,Fashion,0.24704084625879813,23.94285752639832
297,25,EMEA,Android,Comedy,Dance,Sports,0.7931574452701706,10.283493816189226
298,13,EMEA,iOS,Comedy,Fashion,Travel,0.8720456068175213,21.938537535689456
299,30,APAC,iOS,Education,DIY,Dance,0.936289889035844,4.1020514682904485
300,41,APAC,Android,Travel,Sports,Fashion,0.28141476734384474,13.113317440288814
301,15,LATAM,Android,Music,Education,Comedy,0.95177619841824,9.153944105098677
302,34,NA,Android,Dance,Education,Music,0.254096006103436,15.538046835571775
303,25,EMEA,Android,DIY,Comedy,Sports,0.5792449727422523,1.379737290148838
304,27,APAC,Android,Travel,Sports,Music,0.8722008165022495,14.928720142598177
305,19,NA,iOS,Music,Comedy,Travel,0.2562489108515643,5.536287689194598
306,25,LATAM,Android,Sports,Travel,Music,0.2145848583911869,9.482346129410905
307,38,LATAM,Android,Comedy,Travel,Fashion,0.21995817496532055,31.089854165095602
308,32,NA,iOS,Travel,Sports,Fashion,0.6090161915488268,13.412296730436786
309,41,EMEA,iOS,Music,Dance,Food,0.8492773956773305,12.239638610472582
310,37,LATAM,iOS,Fashion,Education,Music,0.3019413368580797,11.565853794298437
311,31,EMEA,Android,Food,Education,Sports,0.29968820326363255,19.071956348323774
312,41,APAC,iOS,DIY,Travel,Sports,0.6548374840398333,15.892719628282618
313,31,APAC,iOS,Travel,Music,Comedy,0.38743648064953895,11.65454533014811
314,34,LATAM,Android,Comedy,Travel,Food,0.7841709881158991,10.677978344914138
315,25,NA,Web,Comedy,Dance,DIY,0.9597083105413999,10.186304266140416
316,28,EMEA,iOS,Comedy,Sports,Music,0.8128267252803305,8.79481047427004
317,22,APAC,Web,Food,Education,Music,0.9017402931031333,3.348078618025295
318,35,LATAM,iOS,Music,Comedy,Dance,0.6156688460573363,13.218809154645726
319,18,APAC,Web,Travel,Dance,Fashion,0.8658554433740266,5.982242220479407
320,34,NA,Web,DIY,Music,Education,0.3463225471893459,8.035489497841803
321,26,APAC,iOS,Sports,DIY,Food,0.25467831231650195,16.60791636759984
322,37,NA,Android,Fashion,Food,Sports,0.7247624880997487,8.945554920275423
323,34,NA,Web,Education,Travel,Dance,0.24156200300644476,8.448627189079327
324,42,LATAM,Web,DIY,Comedy,Fashion,0.9139851353117445,10.30540923664294
325,33,NA,Web,Fashion,Education,Music,0.753243317685935,7.290791088240897
326,15,NA,Android,DIY,Dance,Fashion,0.9617605803271296,30.667545239037942
327,27,NA,iOS,Comedy,Education,Music,0.45110932505058854,28.028308386973762
328,18,LATAM,Android,DIY,Education,Fashion,0.5889266473612966,27.564792580838105
329,23,EMEA,Android,Dance,Sports,Fashion,0.7933522920360951,11.592401402019812
330,40,NA,Android,Sports,Comedy,DIY,0.39422318836865644,5.68642571683431
331,33,EMEA,iOS,Education,Dance,Music,0.6334790560893335,16.903518488066688
332,22,APAC,Android,Food,DIY,Fashion,0.7275738200043824,7.333168850392527
333,19,NA,iOS,Music,Dance,Comedy,0.9830469235576331,17.887427815389323
334,28,NA,Android,Travel,Food,Dance,0.7957626353939078,5.477396032418972
335,18,APAC,iOS,Travel,Education,Music,0.2945046802232592,12.17210329578813
336,22,APAC,Android,Education,Dance,Travel,0.5802667611066483,19.554753688542988
337,30,LATAM,Android,Education,Dance,DIY,0.6710166263916577,7.643081802118047
338,37,APAC,Android,Fashion,Travel,Education,0.3172985142914822,7.622551680237267
339,32,NA,Android,Education,Dance,DIY,0.5455728455848627,2.5978773865125353
340,13,LATAM,iOS,Travel,Comedy,Dance,0.4272046530686584,5.612626451701132
341,30,EMEA,Web,Travel,Dance,Sports,0.2950620338096208,11.436831976469602
342,28,NA,Android,DIY,Comedy,Music,0.6096335467707636,12.651956550630937
343,31,EMEA,iOS,Sports,Travel,Education,0.33250646480987633,13.926423329018018
344,40,LATAM,iOS,Food,DIY,Sports,0.6724299268685787,1.7271143262263395
